date,canton,C1_oxford_school_closing,school_primary_secondary,school_highschool,school_university,C2_oxford_workplace_closing,home_office_recommended,leisure,sport,shops,hairdressers,church,restaurants,restaurants_tablesize,clubs,clubs_npeople,C3_oxford_cancel_public_events,C4_oxford_restrictions_on_gatherings,public_events_npeople,gatherings_npeople,C5_oxford_close_public_transport,C6_oxford_stay_at_home,C7_oxford_restriction_internal_movement,C8_oxford_international_travel_control,H1_oxford_public_info_campaigns,H2_oxford_testing_policy,H3_oxford_contact_tracing,H6_oxford_facial_coverings,facial_coverings_shops,facial_coverings_public_buildings,facial_coverings_schools,oxford_containment_health
2020-05-19,CH,2,open_with_measures,closed,closed,2,yes,closed,open_with_measures,open_with_measures,open_with_measures,closed,open_with_measures,4,closed,0,2,4,0,5,1,1,1,4,2,2,2,0,no,no,no,69.4444444444444
2020-05-20,CH,2,open_with_measures,closed,closed,2,yes,closed,open_with_measures,open_with_measures,open_with_measures,closed,open_with_measures,4,closed,0,2,4,0,5,1,1,1,4,2,2,2,0,no,no,no,69.4444444444444
2020-05-21,CH,2,open_with_measures,closed,closed,2,yes,closed,open_with_measures,open_with_measures,open_with_measures,closed,open_with_measures,4,closed,0,2,4,0,5,1,1,1,4,2,2,2,0,no,no,no,69.4444444444444
2020-05-22,CH,2,open_with_measures,closed,closed,2,yes,closed,open_with_measures,open_with_measures,open_with_measures,closed,open_with_measures,4,closed,0,2,4,0,5,1,1,1,4,2,2,2,0,no,no,no,69.4444444444444
2020-05-23,CH,2,open_with_measures,closed,closed,2,yes,closed,open_with_measures,open_with_measures,open_with_measures,closed,open_with_measures,4,closed,0,2,4,0,5,1,1,1,4,2,2,2,0,no,no,no,69.4444444444444
2020-05-24,CH,2,open_with_measures,closed,closed,2,yes,closed,open_with_measures,open_with_measures,open_with_measures,closed,open_with_measures,4,closed,0,2,4,0,5,1,1,1,4,2,2,2,0,no,no,no,69.4444444444444
2020-05-25,CH,2,open_with_measures,closed,closed,2,yes,closed,open_with_measures,open_with_measures,open_with_measures,closed,open_with_measures,4,closed,0,2,4,0,5,1,1,1,4,2,2,2,0,no,no,no,69.4444444444444
2020-05-26,CH,2,open_with_measures,closed,closed,2,yes,closed,open_with_measures,open_with_measures,open_with_measures,closed,open_with_measures,4,closed,0,2,4,0,5,1,1,1,4,2,2,2,0,no,no,no,69.4444444444444
2020-05-27,CH,2,open_with_measures,closed,closed,2,yes,closed,open_with_measures,open_with_measures,open_with_measures,closed,open_with_measures,4,closed,0,2,4,0,5,1,1,1,4,2,2,2,0,no,no,no,69.4444444444444
2020-05-28,CH,2,open_with_measures,closed,closed,2,yes,closed,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,4,closed,0,2,4,0,5,1,1,1,4,2,2,2,0,no,no,no,69.4444444444444
2020-05-29,CH,2,open_with_measures,closed,closed,2,yes,closed,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,4,closed,0,2,4,0,5,1,1,1,4,2,2,2,0,no,no,no,69.4444444444444
2020-05-30,CH,2,open_with_measures,closed,closed,2,yes,closed,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,4,closed,0,2,3,0,30,1,1,1,4,2,2,2,0,no,no,no,67.3611111111111
2020-05-31,CH,2,open_with_measures,closed,closed,2,yes,closed,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,4,closed,0,2,3,0,30,1,1,1,4,2,2,2,0,no,no,no,67.3611111111111
2020-06-01,CH,2,open_with_measures,closed,closed,2,yes,closed,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,4,closed,0,2,3,0,30,1,1,1,4,2,2,2,0,no,no,no,67.3611111111111
2020-06-02,CH,2,open_with_measures,closed,closed,2,yes,closed,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,4,closed,0,2,3,0,30,1,1,1,4,2,2,2,0,no,no,no,67.3611111111111
2020-06-03,CH,2,open_with_measures,closed,closed,2,yes,closed,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,4,closed,0,2,3,0,30,1,1,1,4,2,2,2,0,no,no,no,67.3611111111111
2020-06-04,CH,2,open_with_measures,closed,closed,2,yes,closed,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,4,closed,0,2,3,0,30,1,1,1,4,2,2,2,0,no,no,no,67.3611111111111
2020-06-05,CH,2,open_with_measures,closed,closed,2,yes,closed,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,4,closed,0,2,3,0,30,1,1,1,4,2,2,2,0,no,no,no,67.3611111111111
2020-06-06,CH,1,open_with_measures,open_with_measures,open_with_measures,1,yes,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,3,300,30,1,1,0,4,2,2,2,0,no,no,no,57.6388888888889
2020-06-07,CH,1,open_with_measures,open_with_measures,open_with_measures,1,yes,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,3,300,30,1,1,0,4,2,2,2,0,no,no,no,57.6388888888889
2020-06-08,CH,1,open_with_measures,open_with_measures,open_with_measures,1,yes,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,3,300,30,1,1,0,4,2,2,2,0,no,no,no,57.6388888888889
2020-06-09,CH,1,open_with_measures,open_with_measures,open_with_measures,1,yes,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,3,300,30,0,1,0,4,2,2,2,0,no,no,no,53.4722222222222
2020-06-10,CH,1,open_with_measures,open_with_measures,open_with_measures,1,yes,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,3,300,30,0,1,0,4,2,2,2,0,no,no,no,53.4722222222222
2020-06-11,CH,1,open_with_measures,open_with_measures,open_with_measures,1,yes,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,3,300,30,0,1,0,4,2,3,2,0,no,no,no,56.25
2020-06-12,CH,1,open_with_measures,open_with_measures,open_with_measures,1,yes,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,3,300,30,0,1,0,4,2,3,2,0,no,no,no,56.25
2020-06-13,CH,1,open_with_measures,open_with_measures,open_with_measures,1,yes,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,3,300,30,0,1,0,4,2,3,2,0,no,no,no,56.25
2020-06-14,CH,1,open_with_measures,open_with_measures,open_with_measures,1,yes,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,3,300,30,0,1,0,4,2,3,2,0,no,no,no,56.25
2020-06-15,CH,1,open_with_measures,open_with_measures,open_with_measures,1,yes,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,3,300,30,0,1,0,3,2,3,2,0,no,no,no,54.1666666666667
2020-06-16,CH,1,open_with_measures,open_with_measures,open_with_measures,1,yes,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,3,300,30,0,1,0,3,2,3,2,0,no,no,no,54.1666666666667
2020-06-17,CH,1,open_with_measures,open_with_measures,open_with_measures,1,yes,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,3,300,30,0,1,0,3,2,3,2,0,no,no,no,54.1666666666667
2020-06-18,CH,1,open_with_measures,open_with_measures,open_with_measures,1,yes,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,3,300,30,0,1,0,3,2,3,2,0,no,no,no,54.1666666666667
2020-06-19,CH,1,open_with_measures,open_with_measures,open_with_measures,1,yes,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,3,300,30,0,1,0,3,2,3,2,0,no,no,no,54.1666666666667
2020-06-20,CH,1,open_with_measures,open_with_measures,open_with_measures,1,yes,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,3,300,30,0,0,0,3,2,3,2,0,no,no,no,51.3888888888889
2020-06-21,CH,1,open_with_measures,open_with_measures,open_with_measures,1,yes,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,3,300,30,0,0,0,3,2,3,2,0,no,no,no,51.3888888888889
2020-06-22,CH,1,open_with_measures,open_with_measures,open_with_measures,0,no,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,1,1000,,0,0,0,3,2,3,2,0,no,no,no,44.4444444444444
2020-06-23,CH,1,open_with_measures,open_with_measures,open_with_measures,0,no,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,1,1000,,0,0,0,3,2,3,2,0,no,no,no,44.4444444444444
2020-06-24,CH,1,open_with_measures,open_with_measures,open_with_measures,0,no,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,1,1000,,0,0,0,3,2,3,2,0,no,no,no,44.4444444444444
2020-06-25,CH,1,open_with_measures,open_with_measures,open_with_measures,0,no,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,1,1000,,0,0,0,3,2,3,2,0,no,no,no,44.4444444444444
2020-06-26,CH,1,open_with_measures,open_with_measures,open_with_measures,0,no,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,1,1000,,0,0,0,3,2,3,2,0,no,no,no,44.4444444444444
2020-06-27,CH,1,open_with_measures,open_with_measures,open_with_measures,0,no,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,1,1000,,0,0,0,3,2,3,2,0,no,no,no,44.4444444444444
2020-06-28,CH,1,open_with_measures,open_with_measures,open_with_measures,0,no,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,1,1000,,0,0,0,3,2,3,2,0,no,no,no,44.4444444444444
2020-06-29,CH,1,open_with_measures,open_with_measures,open_with_measures,0,no,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,1,1000,,0,0,0,3,2,3,2,0,no,no,no,44.4444444444444
2020-06-30,CH,1,open_with_measures,open_with_measures,open_with_measures,0,no,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,1,1000,,0,0,0,3,2,3,2,0,no,no,no,44.4444444444444
2020-07-01,CH,1,open_with_measures,open_with_measures,open_with_measures,0,no,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,1,1000,,0,0,0,3,2,3,2,0,no,no,no,44.4444444444444
2020-07-02,CH,1,open_with_measures,open_with_measures,open_with_measures,0,no,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,1,1000,,0,0,0,3,2,3,2,0,no,no,no,44.4444444444444
2020-07-03,CH,1,open_with_measures,open_with_measures,open_with_measures,0,no,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,1,1000,,0,0,0,3,2,3,2,0,no,no,no,44.4444444444444
2020-07-04,CH,1,open_with_measures,open_with_measures,open_with_measures,0,no,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,1,1000,,0,0,0,3,2,3,2,0,no,no,no,44.4444444444444
2020-07-05,CH,1,open_with_measures,open_with_measures,open_with_measures,0,no,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,1,1000,,0,0,0,3,2,3,2,0,no,no,no,44.4444444444444
2020-07-06,CH,1,open_with_measures,open_with_measures,open_with_measures,0,no,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,1,1000,,0,0,0,3,2,3,2,0,no,no,no,44.4444444444444
2020-07-07,CH,1,open_with_measures,open_with_measures,open_with_measures,0,no,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,1,1000,,0,0,0,3,2,3,2,2,no,no,no,48.6111111111111
2020-07-08,CH,1,open_with_measures,open_with_measures,open_with_measures,0,no,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,1,1000,,0,0,0,3,2,3,2,2,no,no,no,48.6111111111111
2020-07-09,CH,1,open_with_measures,open_with_measures,open_with_measures,0,no,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,1,1000,,0,0,0,3,2,3,2,2,no,no,no,48.6111111111111
2020-07-10,CH,1,open_with_measures,open_with_measures,open_with_measures,0,no,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,1,1000,,0,0,0,3,2,3,2,2,no,no,no,48.6111111111111
2020-07-11,CH,1,open_with_measures,open_with_measures,open_with_measures,0,no,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,1,1000,,0,0,0,3,2,3,2,2,no,no,no,48.6111111111111
2020-07-12,CH,1,open_with_measures,open_with_measures,open_with_measures,0,no,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,1,1000,,0,0,0,3,2,3,2,2,no,no,no,48.6111111111111
2020-07-13,CH,1,open_with_measures,open_with_measures,open_with_measures,0,no,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,1,1000,,0,0,0,3,2,3,2,2,no,no,no,48.6111111111111
2020-07-14,CH,1,open_with_measures,open_with_measures,open_with_measures,0,no,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,1,1000,,0,0,0,3,2,3,2,2,no,no,no,48.6111111111111
2020-07-15,CH,1,open_with_measures,open_with_measures,open_with_measures,0,no,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,1,1000,,0,0,0,3,2,3,2,2,no,no,no,48.6111111111111
2020-07-16,CH,1,open_with_measures,open_with_measures,open_with_measures,0,no,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,1,1000,,0,0,0,3,2,3,2,2,no,no,no,48.6111111111111
2020-07-17,CH,1,open_with_measures,open_with_measures,open_with_measures,0,no,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,1,1000,,0,0,0,3,2,3,2,2,no,no,no,48.6111111111111
2020-07-18,CH,1,open_with_measures,open_with_measures,open_with_measures,0,no,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,1,1000,,0,0,0,3,2,3,2,2,no,no,no,48.6111111111111
2020-07-19,CH,1,open_with_measures,open_with_measures,open_with_measures,0,no,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,1,1000,,0,0,0,3,2,3,2,2,no,no,no,48.6111111111111
2020-07-20,CH,1,open_with_measures,open_with_measures,open_with_measures,0,no,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,1,1000,,0,0,0,2,2,3,2,2,no,no,no,46.5277777777778
2020-07-21,CH,1,open_with_measures,open_with_measures,open_with_measures,0,no,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,1,1000,,0,0,0,2,2,3,2,2,no,no,no,46.5277777777778
2020-07-22,CH,1,open_with_measures,open_with_measures,open_with_measures,0,no,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,1,1000,,0,0,0,2,2,3,2,2,no,no,no,46.5277777777778
2020-07-23,CH,1,open_with_measures,open_with_measures,open_with_measures,0,no,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,1,1000,,0,0,0,2,2,3,2,2,no,no,no,46.5277777777778
2020-07-24,CH,1,open_with_measures,open_with_measures,open_with_measures,0,no,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,1,1000,,0,0,0,2,2,3,2,2,no,no,no,46.5277777777778
2020-07-25,CH,1,open_with_measures,open_with_measures,open_with_measures,0,no,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,1,1000,,0,0,0,2,2,3,2,2,no,no,no,46.5277777777778
2020-07-26,CH,1,open_with_measures,open_with_measures,open_with_measures,0,no,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,1,1000,,0,0,0,2,2,3,2,2,no,no,no,46.5277777777778
2020-07-27,CH,1,open_with_measures,open_with_measures,open_with_measures,0,no,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,1,1000,,0,0,0,2,2,3,2,2,no,no,no,46.5277777777778
2020-07-28,CH,1,open_with_measures,open_with_measures,open_with_measures,0,no,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,1,1000,,0,0,0,2,2,3,2,2,no,no,no,46.5277777777778
2020-07-29,CH,1,open_with_measures,open_with_measures,open_with_measures,0,no,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,1,1000,,0,0,0,2,2,3,2,2,no,no,no,46.5277777777778
2020-07-30,CH,1,open_with_measures,open_with_measures,open_with_measures,0,no,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,1,1000,,0,0,0,2,2,3,2,2,no,no,no,46.5277777777778
2020-07-31,CH,1,open_with_measures,open_with_measures,open_with_measures,0,no,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,1,1000,,0,0,0,2,2,3,2,2,no,no,no,46.5277777777778
2020-08-01,CH,1,open_with_measures,open_with_measures,open_with_measures,0,no,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,1,1000,,0,0,0,2,2,3,2,2,no,no,no,46.5277777777778
2020-08-02,CH,1,open_with_measures,open_with_measures,open_with_measures,0,no,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,open_with_measures,,open_with_measures,300,2,1,1000,,0,0,0,2,2,3,2,2,no,no,no,46.5277777777778
